packet_id,timestamp,temperature,pressure,humidity,density,concentration
1750834701,2025-06-25 11:58:21,20,996,46,1,99
1750834731,2025-06-25 11:58:51,28,1018,59,1,104
1750834761,2025-06-25 11:59:21,29,1019,57,5,137
1750834791,2025-06-25 11:59:51,22,1012,32,4,102
1750834821,2025-06-25 12:00:21,22,986,65,4,104
1750834851,2025-06-25 12:00:51,20,1004,56,5,140
1750834881,2025-06-25 12:01:21,23,1011,33,5,55
1750834911,2025-06-25 12:01:51,23,1011,39,5,68
1750834941,2025-06-25 12:02:21,25,1016,78,4,83
1750834971,2025-06-25 12:02:51,27,983,76,4,58
1750835001,2025-06-25 12:03:21,23,990,38,5,120
1750835031,2025-06-25 12:03:51,24,1014,72,5,137
1750835061,2025-06-25 12:04:21,24,985,73,5,141
1750835091,2025-06-25 12:04:51,30,984,37,4,92
1750835121,2025-06-25 12:05:21,20,983,64,5,116
1750835151,2025-06-25 12:05:51,26,991,75,1,82
1750835181,2025-06-25 12:06:21,27,1010,62,2,93
1750835211,2025-06-25 12:06:51,29,989,79,5,66
1750835242,2025-06-25 12:07:22,27,991,53,3,62
1750835272,2025-06-25 12:07:52,27,997,64,4,135
1750835302,2025-06-25 12:08:22,26,985,71,2,78
1750835332,2025-06-25 12:08:52,22,1004,62,1,150
1750835362,2025-06-25 12:09:22,26,1009,37,3,80
1750835392,2025-06-25 12:09:52,27,1009,79,3,100
1750835422,2025-06-25 12:10:22,22,980,66,5,143
1750835452,2025-06-25 12:10:52,27,985,70,3,144
1750835482,2025-06-25 12:11:22,25,1020,53,5,53
1750835512,2025-06-25 12:11:52,22,997,61,2,133
1750835542,2025-06-25 12:12:22,25,997,46,4,131
1750835572,2025-06-25 12:12:52,23,987,39,1,65
1750835602,2025-06-25 12:13:22,21,988,40,5,68
1750835632,2025-06-25 12:13:52,24,1007,67,5,147
1750835662,2025-06-25 12:14:22,26,1007,67,2,74
1750835692,2025-06-25 12:14:52,28,1009,69,1,50
1750835722,2025-06-25 12:15:22,25,989,61,4,147
1750835752,2025-06-25 12:15:52,22,980,62,1,149
1750835782,2025-06-25 12:16:22,20,1008,77,4,51
1750835812,2025-06-25 12:16:52,21,1016,48,5,132
1750835842,2025-06-25 12:17:22,25,1002,65,1,118
1750835872,2025-06-25 12:17:52,26,1002,54,3,74
1750835902,2025-06-25 12:18:22,21,1008,61,3,65
1750835932,2025-06-25 12:18:52,26,1001,73,2,65
1750835962,2025-06-25 12:19:22,30,1001,80,1,63
1750835992,2025-06-25 12:19:52,22,997,39,2,93
1750836022,2025-06-25 12:20:22,20,1015,39,2,141
1750836052,2025-06-25 12:20:52,20,982,67,2,60
1750836082,2025-06-25 12:21:22,25,983,32,1,135
1750836112,2025-06-25 12:21:52,28,1013,68,4,56
1750836142,2025-06-25 12:22:22,29,1006,39,3,133
1750836172,2025-06-25 12:22:52,28,1003,65,3,51
1750836202,2025-06-25 12:23:22,26,1003,39,4,142
1750836232,2025-06-25 12:23:52,23,994,72,1,101
1750836262,2025-06-25 12:24:22,28,1010,70,3,57
1750836292,2025-06-25 12:24:52,24,998,54,5,74
1750836322,2025-06-25 12:25:22,20,1005,39,5,88
1750836352,2025-06-25 12:25:52,21,1009,74,4,106
1750836382,2025-06-25 12:26:22,20,993,50,1,50
1750836412,2025-06-25 12:26:52,21,994,31,1,85
1750836442,2025-06-25 12:27:22,28,1010,77,5,124
1750836472,2025-06-25 12:27:52,28,1015,39,3,80
1750836502,2025-06-25 12:28:22,28,1017,57,2,107
1750836532,2025-06-25 12:28:52,27,981,74,3,145
1750836562,2025-06-25 12:29:22,23,983,41,5,140
1750836592,2025-06-25 12:29:52,30,1014,43,5,131
1750836622,2025-06-25 12:30:22,23,1002,44,1,105
1750836652,2025-06-25 12:30:52,25,1010,52,2,120
1750836682,2025-06-25 12:31:22,28,1003,64,1,130
1750836712,2025-06-25 12:31:52,30,1006,36,2,127
1750836742,2025-06-25 12:32:22,23,1015,77,4,116
1750836772,2025-06-25 12:32:52,20,1016,44,5,110
1750836802,2025-06-25 12:33:22,24,987,61,1,50
1750836832,2025-06-25 12:33:52,21,1016,33,1,127
1750836862,2025-06-25 12:34:22,29,995,33,5,101
1750836892,2025-06-25 12:34:52,20,994,75,2,62
1750836922,2025-06-25 12:35:22,25,1016,79,3,94
1750836952,2025-06-25 12:35:52,21,1004,45,1,143
1750836982,2025-06-25 12:36:22,21,1003,36,2,72
1750837012,2025-06-25 12:36:52,24,997,57,2,57
1750837042,2025-06-25 12:37:22,28,984,31,5,103
1750837072,2025-06-25 12:37:52,22,1000,59,1,64
1750837102,2025-06-25 12:38:22,26,1001,67,1,129
1750837132,2025-06-25 12:38:52,23,1017,45,5,122
1750837162,2025-06-25 12:39:22,29,1009,32,4,126
1750837192,2025-06-25 12:39:52,20,998,36,5,93
1750837222,2025-06-25 12:40:22,22,991,46,5,130
1750837252,2025-06-25 12:40:52,25,1008,80,4,86
1750837282,2025-06-25 12:41:22,24,1007,72,2,109
1750837312,2025-06-25 12:41:52,27,989,78,2,63
1750837342,2025-06-25 12:42:22,26,986,51,1,122
1750837372,2025-06-25 12:42:52,22,1014,58,2,112
1750837402,2025-06-25 12:43:22,30,990,75,4,88
1750837432,2025-06-25 12:43:52,30,993,33,2,101
1750837462,2025-06-25 12:44:22,21,995,46,4,109
1750837492,2025-06-25 12:44:52,29,986,72,4,111
1750837522,2025-06-25 12:45:22,24,1006,34,5,113
1750837552,2025-06-25 12:45:52,29,992,36,3,134
1750837582,2025-06-25 12:46:22,24,997,55,5,102
1750837612,2025-06-25 12:46:52,24,995,74,5,57
1750837642,2025-06-25 12:47:22,24,981,66,5,117
1750837672,2025-06-25 12:47:52,28,1013,33,2,96
1750837702,2025-06-25 12:48:22,24,993,54,4,73
1750837732,2025-06-25 12:48:52,23,1010,37,5,102
1750837762,2025-06-25 12:49:22,28,1009,65,5,94
1750837792,2025-06-25 12:49:52,21,993,75,3,139
1750837822,2025-06-25 12:50:22,29,1009,56,3,122
1750837852,2025-06-25 12:50:52,22,994,30,5,90
1750837882,2025-06-25 12:51:22,24,1019,62,2,92
1750837912,2025-06-25 12:51:52,27,1019,64,4,108
1750837942,2025-06-25 12:52:22,29,987,34,3,128
1750837972,2025-06-25 12:52:52,23,1007,72,3,104
1750838002,2025-06-25 12:53:22,27,1013,40,5,54
1750838032,2025-06-25 12:53:52,28,982,38,3,131
1750838063,2025-06-25 12:54:23,27,1003,76,4,125
1750838093,2025-06-25 12:54:53,28,995,65,5,118
1750838123,2025-06-25 12:55:23,24,1012,51,4,123
1750838153,2025-06-25 12:55:53,30,1012,31,5,133
1750838183,2025-06-25 12:56:23,29,987,69,1,61
1750838213,2025-06-25 12:56:53,27,1014,66,2,96
1750838243,2025-06-25 12:57:23,30,982,50,3,117
1750838273,2025-06-25 12:57:53,23,1018,31,5,141
1750838303,2025-06-25 12:58:23,28,1007,47,3,106
1750838333,2025-06-25 12:58:53,23,1003,36,2,98
1750838363,2025-06-25 12:59:23,20,1009,34,2,147
1750838393,2025-06-25 12:59:53,28,991,70,5,150
1750838423,2025-06-25 13:00:23,24,1014,72,1,142
1750838453,2025-06-25 13:00:53,22,1002,43,5,98
1750838483,2025-06-25 13:01:23,24,986,40,3,55
1750838513,2025-06-25 13:01:53,23,988,52,5,91
1750838543,2025-06-25 13:02:23,28,1019,76,3,131
1750838573,2025-06-25 13:02:53,23,1010,66,1,59
1750838603,2025-06-25 13:03:23,20,997,45,4,92
1750838633,2025-06-25 13:03:53,24,1005,48,2,66
1750838663,2025-06-25 13:04:23,22,982,49,3,56
1750838693,2025-06-25 13:04:53,21,986,58,2,95
1750838723,2025-06-25 13:05:23,21,1005,78,2,66
1750838753,2025-06-25 13:05:53,23,982,66,1,74
1750838783,2025-06-25 13:06:23,30,980,72,4,107
1750838813,2025-06-25 13:06:53,21,1020,59,2,75
1750838843,2025-06-25 13:07:23,27,983,58,4,105
1750838873,2025-06-25 13:07:53,27,1016,58,4,80
1750838903,2025-06-25 13:08:23,23,980,34,1,139
1750838933,2025-06-25 13:08:53,20,1012,46,1,72
1750838963,2025-06-25 13:09:23,27,987,51,4,70
1750838993,2025-06-25 13:09:53,28,981,71,2,75
1750839023,2025-06-25 13:10:23,25,1017,74,2,130
1750839053,2025-06-25 13:10:53,20,992,48,3,78
1750839083,2025-06-25 13:11:23,26,991,41,4,78
1750839113,2025-06-25 13:11:53,26,983,72,4,148
1750839143,2025-06-25 13:12:23,21,1016,33,5,129
1750839173,2025-06-25 13:12:53,20,1019,72,1,83
1750839203,2025-06-25 13:13:23,21,1013,59,1,62
1750839233,2025-06-25 13:13:53,28,998,30,4,147
1750839263,2025-06-25 13:14:23,24,1012,55,1,74
1750839293,2025-06-25 13:14:53,28,987,79,5,119
1750839323,2025-06-25 13:15:23,28,996,31,1,54
1750839353,2025-06-25 13:15:53,29,991,56,3,60
1750839383,2025-06-25 13:16:23,27,998,30,3,124
1750839413,2025-06-25 13:16:53,23,980,80,3,87
1750839443,2025-06-25 13:17:23,21,1013,79,2,118
1750839473,2025-06-25 13:17:53,27,1014,69,1,92
1750839503,2025-06-25 13:18:23,26,994,67,4,51
1750839533,2025-06-25 13:18:53,29,1000,34,5,99
1750839563,2025-06-25 13:19:23,26,1013,74,4,103
1750839593,2025-06-25 13:19:53,22,1015,30,5,149
1750839623,2025-06-25 13:20:23,22,1017,50,5,73
1750839653,2025-06-25 13:20:53,26,1016,75,1,68
1750839683,2025-06-25 13:21:23,30,1019,44,2,147
1750839713,2025-06-25 13:21:53,23,1008,59,1,106
1750839743,2025-06-25 13:22:23,26,982,56,5,63
1750839773,2025-06-25 13:22:53,21,1004,58,4,79
1750839803,2025-06-25 13:23:23,23,981,39,4,136
1750839833,2025-06-25 13:23:53,26,1015,67,2,115
1750839863,2025-06-25 13:24:23,25,1001,68,3,118
1750839893,2025-06-25 13:24:53,20,1007,63,5,64
1750839923,2025-06-25 13:25:23,29,1001,67,4,112
1750839953,2025-06-25 13:25:53,27,1011,49,4,84
1750839983,2025-06-25 13:26:23,20,995,46,5,131
1750840013,2025-06-25 13:26:53,28,998,67,3,83
1750840043,2025-06-25 13:27:23,20,1014,51,5,121
1750840073,2025-06-25 13:27:53,26,1002,71,1,103
1750840103,2025-06-25 13:28:23,23,1000,37,3,64
1750840133,2025-06-25 13:28:53,20,980,75,3,94
1750840163,2025-06-25 13:29:23,21,984,50,2,130
1750840193,2025-06-25 13:29:53,24,982,48,3,67
1750840223,2025-06-25 13:30:23,28,988,66,1,147
1750840253,2025-06-25 13:30:53,24,1002,80,5,77
1750840283,2025-06-25 13:31:23,22,1003,50,5,86
1750840313,2025-06-25 13:31:53,20,1016,32,1,81
1750840343,2025-06-25 13:32:23,26,1011,39,1,141
1750840373,2025-06-25 13:32:53,24,1003,50,1,125
1750840403,2025-06-25 13:33:23,26,991,70,5,149
1750840433,2025-06-25 13:33:53,21,995,80,3,121
1750840463,2025-06-25 13:34:23,28,993,50,4,146
1750840493,2025-06-25 13:34:53,25,982,63,1,119
1750840523,2025-06-25 13:35:23,23,1000,40,3,129
1750840553,2025-06-25 13:35:53,29,1017,71,1,55
1750840583,2025-06-25 13:36:23,24,988,33,1,138
1750840613,2025-06-25 13:36:53,21,1020,79,4,135
1750840643,2025-06-25 13:37:23,21,984,44,4,145
1750840673,2025-06-25 13:37:53,29,998,79,1,80
1750840703,2025-06-25 13:38:23,23,986,41,2,82
1750840733,2025-06-25 13:38:53,27,983,64,4,96
1750840763,2025-06-25 13:39:23,29,980,38,1,136
1750840793,2025-06-25 13:39:53,26,1018,73,4,54
1750840823,2025-06-25 13:40:23,27,985,43,2,60
1750840853,2025-06-25 13:40:53,28,1018,64,4,117
1750840883,2025-06-25 13:41:24,26,1011,64,5,84
1750840914,2025-06-25 13:41:54,20,1019,54,3,98
1750840944,2025-06-25 13:42:24,23,983,36,3,79
1750840974,2025-06-25 13:42:54,30,983,73,1,97
1750841004,2025-06-25 13:43:24,22,1020,45,3,132
1750841034,2025-06-25 13:43:54,22,1015,50,1,99
1750841064,2025-06-25 13:44:24,20,988,36,2,149
1750841094,2025-06-25 13:44:54,23,1018,45,3,146
1750841124,2025-06-25 13:45:24,29,992,59,1,113
1750841154,2025-06-25 13:45:54,29,996,50,2,113
1750841184,2025-06-25 13:46:24,29,1008,56,2,90
1750841214,2025-06-25 13:46:54,24,1017,30,3,132
1750841244,2025-06-25 13:47:24,28,983,68,2,62
1750841274,2025-06-25 13:47:54,23,980,42,3,101
1750841304,2025-06-25 13:48:24,27,990,47,1,55
1750841334,2025-06-25 13:48:54,21,980,38,1,57
1750841364,2025-06-25 13:49:24,20,991,59,4,124
1750841394,2025-06-25 13:49:54,20,984,74,5,123
1750841424,2025-06-25 13:50:24,23,988,63,5,79
1750841454,2025-06-25 13:50:54,30,998,58,4,100
1750841484,2025-06-25 13:51:24,22,1016,35,5,79
1750841514,2025-06-25 13:51:54,25,984,80,2,74
1750841544,2025-06-25 13:52:24,23,1000,37,4,126
1750841574,2025-06-25 13:52:54,27,1016,39,4,96
1750841604,2025-06-25 13:53:24,22,1000,40,5,128
1750841634,2025-06-25 13:53:54,25,982,62,3,122
1750841664,2025-06-25 13:54:24,20,998,45,4,132
1750841694,2025-06-25 13:54:54,26,999,79,1,108
1750841724,2025-06-25 13:55:24,20,994,80,4,139
1750841754,2025-06-25 13:55:54,29,1003,57,2,143
1750841784,2025-06-25 13:56:24,24,1000,48,3,84
1750841814,2025-06-25 13:56:54,29,982,74,5,91
1750841844,2025-06-25 13:57:24,23,996,67,5,58
1750841874,2025-06-25 13:57:54,28,1016,55,2,99
1750841904,2025-06-25 13:58:24,20,1008,40,5,108
1750841934,2025-06-25 13:58:54,21,1003,80,1,148
1750841964,2025-06-25 13:59:24,28,1003,31,5,113
1750841994,2025-06-25 13:59:54,20,980,56,4,125
1750842024,2025-06-25 14:00:24,23,1018,52,4,76
1750842054,2025-06-25 14:00:54,24,999,32,1,63
1750842084,2025-06-25 14:01:24,26,981,73,4,129
1750842114,2025-06-25 14:01:54,30,980,51,1,107
1750842144,2025-06-25 14:02:24,25,1000,39,4,75
1750842174,2025-06-25 14:02:54,27,1019,69,2,58
1750842204,2025-06-25 14:03:24,23,997,54,1,137
1750842234,2025-06-25 14:03:54,22,1014,62,5,105
1750842264,2025-06-25 14:04:24,24,991,46,2,128
1750842294,2025-06-25 14:04:54,29,990,69,1,144
1750842324,2025-06-25 14:05:24,20,1003,64,2,72
1750842354,2025-06-25 14:05:54,25,1004,63,1,96
1750842384,2025-06-25 14:06:24,29,990,44,4,88
1750842414,2025-06-25 14:06:54,20,1012,74,2,101
1750842444,2025-06-25 14:07:24,21,993,56,2,52
1750842474,2025-06-25 14:07:54,20,1010,45,2,108
1750842504,2025-06-25 14:08:24,25,1017,38,3,55
1750842534,2025-06-25 14:08:54,23,1000,49,4,112
1750842564,2025-06-25 14:09:24,24,988,79,2,132
1750842594,2025-06-25 14:09:54,23,1015,77,4,116
1750842624,2025-06-25 14:10:24,21,984,77,1,53
1750842654,2025-06-25 14:10:54,25,980,73,5,142
1750842684,2025-06-25 14:11:24,28,1015,75,2,79
1750842714,2025-06-25 14:11:54,20,1002,44,3,111
1750842744,2025-06-25 14:12:24,22,986,31,5,146
1750842774,2025-06-25 14:12:54,28,1008,38,1,72
1750842804,2025-06-25 14:13:24,30,1005,74,3,79
1750842834,2025-06-25 14:13:54,25,994,36,2,135
1750842864,2025-06-25 14:14:24,30,1015,32,3,122
1750842894,2025-06-25 14:14:54,24,989,60,5,92
1750842924,2025-06-25 14:15:24,27,1004,77,3,128
1750842954,2025-06-25 14:15:54,23,988,66,1,86
1750842984,2025-06-25 14:16:24,30,982,68,5,80
1750843014,2025-06-25 14:16:54,30,985,30,1,114
1750843044,2025-06-25 14:17:24,30,1012,46,1,68
1750843074,2025-06-25 14:17:54,26,1018,64,4,139
1750843104,2025-06-25 14:18:24,25,990,41,1,105
1750843134,2025-06-25 14:18:54,21,1011,38,4,114
1750843164,2025-06-25 14:19:24,20,1006,65,2,87
1750843194,2025-06-25 14:19:54,30,998,39,1,98
1750843224,2025-06-25 14:20:24,29,1015,58,5,78
1750843254,2025-06-25 14:20:54,25,998,72,4,140
1750843284,2025-06-25 14:21:24,27,1015,70,3,115
1750843314,2025-06-25 14:21:54,20,1019,32,4,80
1750843344,2025-06-25 14:22:24,23,1012,45,5,145
1750843374,2025-06-25 14:22:54,25,981,31,1,53
1750843404,2025-06-25 14:23:24,30,1016,32,3,94
1750843434,2025-06-25 14:23:54,21,987,75,1,144
1750843464,2025-06-25 14:24:24,26,990,78,2,95
1750843494,2025-06-25 14:24:54,21,993,78,1,102
1750843524,2025-06-25 14:25:24,29,1000,45,5,117
1750843554,2025-06-25 14:25:54,21,985,38,1,102
1750843584,2025-06-25 14:26:24,20,993,61,4,101
1750843614,2025-06-25 14:26:54,30,995,70,3,115
1750843644,2025-06-25 14:27:24,28,991,70,1,97
1750843674,2025-06-25 14:27:54,25,999,36,2,76
1750843704,2025-06-25 14:28:24,28,1013,57,2,128
1750843734,2025-06-25 14:28:54,29,984,72,4,144
1750843765,2025-06-25 14:29:25,21,1014,48,1,134
1750843795,2025-06-25 14:29:55,26,991,68,4,78
1750843825,2025-06-25 14:30:25,29,1020,53,2,134
1750843855,2025-06-25 14:30:55,20,1003,48,3,70
1750843885,2025-06-25 14:31:25,30,992,36,4,73
1750843915,2025-06-25 14:31:55,24,988,59,4,69
1750843945,2025-06-25 14:32:25,22,1000,48,2,77
1750843975,2025-06-25 14:32:55,20,1010,80,4,120
1750844005,2025-06-25 14:33:25,20,996,35,4,130
1750844035,2025-06-25 14:33:55,25,1013,49,5,128
1750844065,2025-06-25 14:34:25,23,1011,33,5,139
1750844095,2025-06-25 14:34:55,30,1019,47,2,60
1750844125,2025-06-25 14:35:25,28,998,51,5,52
1750844155,2025-06-25 14:35:55,23,1003,61,4,70
1750844185,2025-06-25 14:36:25,24,997,45,5,99
1750844215,2025-06-25 14:36:55,24,998,51,1,135
1750844245,2025-06-25 14:37:25,23,1007,39,3,52
1750844275,2025-06-25 14:37:55,22,1020,37,1,84
1750844305,2025-06-25 14:38:25,27,990,43,3,122
1750844335,2025-06-25 14:38:55,30,993,79,1,93
1750844365,2025-06-25 14:39:25,22,996,62,1,94
1750844395,2025-06-25 14:39:55,20,989,53,1,127
1750844425,2025-06-25 14:40:25,25,989,35,1,125
1750844455,2025-06-25 14:40:55,30,1012,80,5,96
1750844485,2025-06-25 14:41:25,26,1020,47,5,92
1750844515,2025-06-25 14:41:55,30,981,60,4,55
1750844545,2025-06-25 14:42:25,28,990,33,3,112
1750844575,2025-06-25 14:42:55,24,996,68,4,110
1750844605,2025-06-25 14:43:25,21,1015,39,1,88
1750844635,2025-06-25 14:43:55,27,988,43,2,98
1750844665,2025-06-25 14:44:25,28,1000,73,5,61
1750844695,2025-06-25 14:44:55,30,985,64,1,104
1750844725,2025-06-25 14:45:25,29,1010,48,2,92
1750844755,2025-06-25 14:45:55,30,989,59,2,149
1750844785,2025-06-25 14:46:25,29,1015,64,2,149
1750844815,2025-06-25 14:46:55,27,998,41,2,67
1750844845,2025-06-25 14:47:25,21,982,38,3,83
1750844875,2025-06-25 14:47:55,25,989,37,5,138
1750844905,2025-06-25 14:48:25,27,992,30,2,143
1750844935,2025-06-25 14:48:55,20,1009,70,1,90
1750844965,2025-06-25 14:49:25,22,997,53,5,130
1750844995,2025-06-25 14:49:55,29,1011,71,2,79
1750845025,2025-06-25 14:50:25,29,993,64,2,85
1750845055,2025-06-25 14:50:55,22,1019,44,2,116
1750845085,2025-06-25 14:51:25,22,1000,59,1,69
1750845115,2025-06-25 14:51:55,20,1017,79,3,66
1750845145,2025-06-25 14:52:25,25,993,77,4,144
1750845175,2025-06-25 14:52:55,27,996,73,4,50
1750845205,2025-06-25 14:53:25,26,987,51,2,149
1750845235,2025-06-25 14:53:55,25,1016,46,2,95
1750845265,2025-06-25 14:54:25,22,1009,66,5,105
1750845295,2025-06-25 14:54:55,22,1013,42,3,138
1750845325,2025-06-25 14:55:25,28,989,47,2,93
1750845355,2025-06-25 14:55:55,24,1019,56,3,148
1750845385,2025-06-25 14:56:25,20,996,78,3,109
1750845415,2025-06-25 14:56:55,21,1006,39,5,100
1750845445,2025-06-25 14:57:25,25,1002,57,3,56
1750845475,2025-06-25 14:57:55,22,1011,46,2,70
1750845505,2025-06-25 14:58:25,26,1019,46,3,81
1750845535,2025-06-25 14:58:55,24,1012,68,1,91
1750845565,2025-06-25 14:59:25,28,1000,70,5,79
1750845595,2025-06-25 14:59:55,27,998,57,2,143
1750845625,2025-06-25 15:00:25,21,1018,43,5,106
1750845655,2025-06-25 15:00:55,22,1006,66,1,123
1750845685,2025-06-25 15:01:25,30,1007,44,2,131
1750845715,2025-06-25 15:01:55,24,1019,52,3,71
1750845745,2025-06-25 15:02:25,20,991,72,2,76
1750845775,2025-06-25 15:02:55,20,1017,37,3,108
1750845805,2025-06-25 15:03:25,25,1019,67,2,87
1750845835,2025-06-25 15:03:55,25,984,64,2,105
1750845865,2025-06-25 15:04:25,24,992,80,1,139
1750845895,2025-06-25 15:04:55,28,982,62,3,50
1750845925,2025-06-25 15:05:25,24,994,38,1,143
1750845955,2025-06-25 15:05:55,28,987,46,1,141
1750845985,2025-06-25 15:06:25,24,1016,38,3,53
1750846015,2025-06-25 15:06:55,28,1006,41,5,52
1750846045,2025-06-25 15:07:25,23,992,43,2,54
1750846075,2025-06-25 15:07:55,27,1003,50,4,137
1750846105,2025-06-25 15:08:25,20,995,33,3,120
1750846135,2025-06-25 15:08:55,30,990,52,5,120
1750846165,2025-06-25 15:09:25,26,995,58,2,132
1750846195,2025-06-25 15:09:55,27,983,64,3,102
1750846225,2025-06-25 15:10:26,20,1005,75,1,134
1750846256,2025-06-25 15:10:56,21,989,65,2,81
1750846286,2025-06-25 15:11:26,25,994,31,5,147
1750846316,2025-06-25 15:11:56,21,993,56,1,88
1750846346,2025-06-25 15:12:26,21,1006,31,2,144
1750846376,2025-06-25 15:12:56,23,986,54,4,118
1750846406,2025-06-25 15:13:26,29,985,63,5,137
1750846436,2025-06-25 15:13:56,28,1001,49,5,146
1750846466,2025-06-25 15:14:26,26,1011,43,5,126
1750846496,2025-06-25 15:14:56,29,992,56,5,98
1750846526,2025-06-25 15:15:26,28,983,37,3,108
1750846556,2025-06-25 15:15:56,26,1004,62,5,78
1750846586,2025-06-25 15:16:26,20,992,33,4,123
1750846616,2025-06-25 15:16:56,21,1008,56,5,116
1750846646,2025-06-25 15:17:26,30,1008,37,2,66
1750846676,2025-06-25 15:17:56,29,1013,59,2,110
1750846706,2025-06-25 15:18:26,29,980,52,4,59
1750846736,2025-06-25 15:18:56,25,985,72,2,60
1750846766,2025-06-25 15:19:26,28,1014,31,3,94
1750846796,2025-06-25 15:19:56,26,990,48,5,108
1750846826,2025-06-25 15:20:26,26,987,36,1,84
1750846856,2025-06-25 15:20:56,24,990,44,1,131
1750846886,2025-06-25 15:21:26,27,986,36,5,146
1750846916,2025-06-25 15:21:56,20,1006,42,5,85
1750846946,2025-06-25 15:22:26,22,983,68,5,102
1750846976,2025-06-25 15:22:56,20,1002,77,1,76
1750847006,2025-06-25 15:23:26,28,986,78,3,56
1750847036,2025-06-25 15:23:56,25,1015,31,1,60
1750847066,2025-06-25 15:24:26,26,1019,62,1,143
1750847096,2025-06-25 15:24:56,25,998,54,3,51
1750847126,2025-06-25 15:25:26,23,981,34,4,104
1750847156,2025-06-25 15:25:56,30,980,42,2,144
1750847186,2025-06-25 15:26:26,20,987,38,4,136
1750847216,2025-06-25 15:26:56,29,999,48,4,98
1750847246,2025-06-25 15:27:26,20,1015,66,5,105
1750847276,2025-06-25 15:27:56,26,992,50,3,86
1750847306,2025-06-25 15:28:26,25,1000,72,4,76
1750847336,2025-06-25 15:28:56,27,1011,60,3,84
1750847366,2025-06-25 15:29:26,24,1008,53,2,97
1750847396,2025-06-25 15:29:56,23,986,69,1,119
1750847426,2025-06-25 15:30:26,24,1018,40,5,149
1750847456,2025-06-25 15:30:56,24,1000,64,4,148
1750847486,2025-06-25 15:31:26,30,990,50,4,52
1750847516,2025-06-25 15:31:56,27,1006,46,5,81
1750847546,2025-06-25 15:32:26,27,1020,39,2,95
1750847576,2025-06-25 15:32:56,23,987,56,1,101
1750847606,2025-06-25 15:33:26,29,997,71,2,72
1750847636,2025-06-25 15:33:56,21,995,33,5,131
1750847666,2025-06-25 15:34:26,25,998,53,2,121
1750847696,2025-06-25 15:34:56,25,991,51,4,109
1750847726,2025-06-25 15:35:26,28,1020,75,2,135
1750847756,2025-06-25 15:35:56,29,998,76,2,150
1750847786,2025-06-25 15:36:26,23,993,70,5,109
1750847816,2025-06-25 15:36:56,20,980,76,1,144
1750847846,2025-06-25 15:37:26,27,1006,62,1,121
1750847876,2025-06-25 15:37:56,24,991,64,5,105
1750847906,2025-06-25 15:38:26,30,1020,68,1,143
1750847936,2025-06-25 15:38:56,30,983,31,3,53
1750847966,2025-06-25 15:39:26,21,997,49,1,123
1750847996,2025-06-25 15:39:56,20,1000,79,1,64
1750848026,2025-06-25 15:40:26,24,1000,39,5,95
1750848056,2025-06-25 15:40:56,29,993,72,3,74
1750848086,2025-06-25 15:41:26,29,1001,44,2,96
1750848116,2025-06-25 15:41:56,29,1013,79,2,121
1750848146,2025-06-25 15:42:26,20,1016,51,1,124
1750848176,2025-06-25 15:42:56,21,994,61,3,138
1750848206,2025-06-25 15:43:26,20,1015,56,4,87
1750848236,2025-06-25 15:43:56,28,1007,64,5,68
1750848266,2025-06-25 15:44:26,26,988,43,1,54
1750848296,2025-06-25 15:44:56,29,1016,51,3,55
1750848326,2025-06-25 15:45:26,27,997,38,5,53
1750848356,2025-06-25 15:45:56,23,1002,57,4,107
1750848386,2025-06-25 15:46:26,30,984,50,4,109
1750848416,2025-06-25 15:46:56,29,1009,54,1,100
1750848446,2025-06-25 15:47:26,28,1018,41,4,66
1750848476,2025-06-25 15:47:56,23,994,80,2,61
1750848506,2025-06-25 15:48:26,24,987,53,4,55
1750848536,2025-06-25 15:48:56,24,1004,59,3,147
1750848566,2025-06-25 15:49:26,24,989,48,2,108
1750848596,2025-06-25 15:49:56,28,982,34,1,124
1750848627,2025-06-25 15:50:27,30,1002,53,5,86
1750848657,2025-06-25 15:50:57,30,981,40,2,97
1750848687,2025-06-25 15:51:27,29,1008,77,3,64
1750848717,2025-06-25 15:51:57,29,1005,36,5,126
1750848747,2025-06-25 15:52:27,22,999,46,4,99
1750848777,2025-06-25 15:52:57,26,993,77,1,67
1750848807,2025-06-25 15:53:27,25,1004,42,5,61
1750848837,2025-06-25 15:53:57,24,1003,73,2,101
1750848867,2025-06-25 15:54:27,22,997,68,3,95
1750848897,2025-06-25 15:54:57,25,1006,59,4,129
1750848927,2025-06-25 15:55:27,26,1002,61,1,119
1750848957,2025-06-25 15:55:57,20,996,61,2,143
1750848987,2025-06-25 15:56:27,26,1018,77,4,81
1750849017,2025-06-25 15:56:57,21,1001,37,5,57
1750849047,2025-06-25 15:57:27,26,1005,48,5,116
1750849077,2025-06-25 15:57:57,26,1003,63,4,125
1750849107,2025-06-25 15:58:27,23,988,47,1,113
1750849137,2025-06-25 15:58:57,25,1009,50,5,111
1750849167,2025-06-25 15:59:27,21,1014,57,1,82
1750849197,2025-06-25 15:59:57,23,990,41,2,113
1750849227,2025-06-25 16:00:27,22,1008,42,5,86
1750849257,2025-06-25 16:00:57,26,1006,79,1,68
1750849287,2025-06-25 16:01:27,24,1012,74,1,87
1750849317,2025-06-25 16:01:57,21,995,39,3,131
1750849347,2025-06-25 16:02:27,24,1008,53,2,106
1750849377,2025-06-25 16:02:57,21,1016,62,3,142
